Size,Time
100,0.0
1000,0.002607107162475586
2000,0.006683826446533203
3000,0.007811784744262695
4000,0.014928579330444336
5000,0.019392013549804688
6000,0.015229225158691406
7000,0.018068552017211914
8000,0.02182149887084961
9000,0.028707265853881836
10000,0.030827045440673828
20000,0.05172467231750488
30000,0.08617115020751953
40000,0.10988616943359375
50000,0.1313316822052002
