Size,Desv
100,0.0004
1000,0.0006324555320336759
2000,0.0024819347291981713
3000,0.0007999999999999983
4000,0.002785677655436824
5000,0.0018547236990991425
6000,0.017419529270333335
7000,0.0033823069050575557
8000,0.003286335345031
9000,0.005153639490690054
10000,0.017906423428479507
20000,0.07658041525089818
30000,0.08596883156121182
40000,0.07154690768999039
50000,0.11482264585002372
