Size,Desv
100,0.0
1000,0.00021181522018023165
2000,5.3981478305063054e-05
3000,0.0003619772092273214
4000,0.0007441641284017934
5000,0.00023316557957811832
6000,0.0010806631066155627
7000,0.0003731121647708641
8000,0.0014114521777233544
9000,0.0014247855979058728
10000,0.0013165231672857113
20000,0.004174212530525964
30000,0.01051600944690998
40000,0.02717516766277626
50000,0.024450864702245154
