Size,Time
100,0.000000
1000,0.001002
2000,0.002499
3000,0.005509
4000,0.009399
5000,0.013588
6000,0.019600
7000,0.028610
8000,0.031861
9000,0.040743
10000,0.050977
20000,0.328517
30000,0.868567
40000,1.636346
50000,2.627659
