Size,Desv
100,0.0
1000,0.00018411844014112224
2000,0.00020884865333537582
3000,0.00019917891454669597
4000,0.00021898620961147258
5000,0.0006759154976770395
6000,0.0016645180683909674
7000,0.000843942272907336
8000,0.001677429390466257
9000,0.001958799326117914
10000,0.0032071580316535703
20000,0.0024941236857862507
30000,0.00856572429161714
40000,0.01779616008469245
50000,0.03527706599137746
