Tamaño de la lista,Tiempo de ejecución (segundos)
100,0.0004999637603759766
1000,0.001963376998901367
2000,0.0046002864837646484
3000,0.00726318359375
4000,0.007992982864379883
5000,0.011046886444091797
6000,0.011708736419677734
7000,0.021615028381347656
8000,0.017546653747558594
9000,0.022364377975463867
10000,0.023914575576782227
20000,0.05132317543029785
30000,0.0797567367553711
40000,0.10957860946655273
50000,0.13383698463439941
