Size,Time
100,0
1000,0.0001094
2000,0.0001926
3000,0.0007452
4000,0.000789
5000,0.0011976
6000,0.0014268
7000,0.0015696
8000,0.0031402
9000,0.0012646
10000,0.0015054
20000,0.0032822
30000,0.0064228
40000,0.0330532
50000,0.0203128
