Size,Desv
100,0.0003960445071345534
1000,0.004354139054127612
2000,0.010211621508218836
3000,0.029461639711970144
4000,0.026599341881677313
5000,0.08465616178825217
6000,0.08476877384976311
7000,0.3955332476464498
8000,0.6436505411395609
9000,0.5753948360251261
10000,0.6393132865327111
20000,2.33800695572164
30000,7.331262391545363
40000,8.82589568877308
50000,26.410413571834454
