Size,Time
100,0.0009644031524658203
1000,0.04850339889526367
2000,0.17557024955749512
3000,0.4150540828704834
4000,0.6968598365783691
5000,1.08433198928833
6000,1.6610605716705322
7000,2.3134260177612305
8000,3.0884814262390137
9000,3.8779501914978027
10000,4.762619972229004
20000,21.707141160964966
30000,59.71363592147827
40000,103.79410409927368
50000,176.61641263961792
