100,0.000000
1000,0.000547
2000,0.000000
3000,0.000516
4000,0.000560
5000,0.001199
6000,0.001066
7000,0.001414
8000,0.001500
9000,0.000999
10000,0.001000
20000,0.002501
30000,0.006500
40000,0.009897
50000,0.064434
