100,0.000000
1000,0.000000
2000,0.000463
3000,0.001001
4000,0.001533
5000,0.002104
6000,0.002021
7000,0.002001
8000,0.002858
9000,0.001071
10000,0.001113
20000,0.003136
30000,0.005985
40000,0.007477
50000,0.008999
