Size,Desv
100,0.0003998756408691407
1000,0.0014678492701132079
2000,0.011496304561943506
3000,0.004317236196557774
4000,0.009595742507941719
5000,0.023054583083357026
6000,0.02258583512762958
7000,0.008381067715736875
8000,0.025276672923098122
9000,0.13481370979303245
10000,0.2501850063730795
20000,0.9948819096729683
30000,2.243734949808822
40000,2.887430839829422
50000,7.111068933156642
