Size,Time
100,0.0
1000,0.019112825393676758
2000,0.07874774932861328
3000,0.17165517807006836
4000,0.305300235748291
5000,0.4606466293334961
6000,0.6915559768676758
7000,0.9038209915161133
8000,1.1668384075164795
9000,1.571058988571167
10000,2.0002682209014893
20000,10.075387239456177
30000,20.958584547042847
40000,36.644758224487305
50000,59.19840598106384
