Size,Time
100,2.93e-05
1000,0.0016886
2000,0.0079673
3000,0.014138
4000,0.024605
5000,0.0406834
6000,0.0849109
7000,0.0933329
8000,0.0946929
9000,0.123278
10000,0.143634
20000,0.563165
30000,1.32337
40000,2.26683
50000,3.57552
