Size,Time
100,3.78e-05
1000,0.0017527
2000,0.0109008
3000,0.0156547
4000,0.0272758
5000,0.0401523
6000,0.0519641
7000,0.0722925
8000,0.0957041
9000,0.113433
10000,0.146668
20000,0.564745
30000,1.2655
40000,2.28498
50000,3.53165
