Size,Time
100,2.72e-05
1000,0.0014493
2000,0.006131
3000,0.0148696
4000,0.0260954
5000,0.0372863
6000,0.0589233
7000,0.074252
8000,0.0907737
9000,0.109019
10000,0.142404
20000,0.568223
30000,1.48979
40000,2.23256
50000,3.46797
