Size,Time
100,1.16e-05
1000,0.000168
2000,0.000265
3000,0.0004107
4000,0.0005206
5000,0.000634
6000,0.0007901
7000,0.0014358
8000,0.001755
9000,0.0023817
10000,0.0019172
20000,0.0042321
30000,0.0064679
40000,0.0092091
50000,0.0089944
