Size,Time
100,9.7e-06
1000,0.0001181
2000,0.0002477
3000,0.0005289
4000,0.0006365
5000,0.0009573
6000,0.0010876
7000,0.0013823
8000,0.0015165
9000,0.0014809
10000,0.0012615
20000,0.0036759
30000,0.0054302
40000,0.0093168
50000,0.0109593
