Size,Time
100,0.0009644031524658203
1000,0.048659563064575195
2000,0.19893908500671387
3000,0.4150540828704834
4000,0.6906757354736328
5000,1.0702548027038574
6000,1.6610605716705322
7000,2.1368658542633057
8000,2.792693614959717
9000,3.662980556488037
10000,4.70952296257019
20000,21.707141160964966
30000,51.45735716819763
40000,98.19480228424072
50000,151.0251588821411
