Size,Desv
100,0.0002004
1000,1.4985326155943361e-05
2000,0.00025349272178900917
3000,0.0003929628990121077
4000,0.0005486779018695759
5000,0.014507463301349414
6000,0.002436840052198749
7000,0.0008562920062688896
8000,0.0021034357228116103
9000,0.0005830099141524082
10000,0.0006574479142867529
20000,0.006101326170596027
30000,0.013237277529764219
40000,0.012605678228481012
50000,0.06199196060587208
