Size,Time
100,0.000000
1000,0.000541
2000,0.002687
3000,0.005621
4000,0.008879
5000,0.014584
6000,0.019554
7000,0.026652
8000,0.032797
9000,0.041245
10000,0.050722
20000,0.338897
30000,0.891148
40000,1.672097
50000,2.643386
