Tamaño de la lista,Tiempo de ejecución (segundos)
100,0.0
1000,0.0010004043579101562
2000,0.004000186920166016
3000,0.0060176849365234375
4000,0.009567022323608398
5000,0.013050079345703125
6000,0.012736320495605469
7000,0.015092611312866211
8000,0.016039609909057617
9000,0.02819657325744629
10000,0.024846792221069336
20000,0.046511173248291016
30000,0.07128334045410156
40000,0.1031646728515625
50000,0.12391281127929688
