Size,Time
100,0.000001
1000,0.000999
2000,0.002000
3000,0.005501
4000,0.009645
5000,0.013201
6000,0.019762
7000,0.025642
8000,0.031947
9000,0.039735
10000,0.047988
20000,0.176526
30000,0.391015
40000,0.698843
50000,1.125503
