Size,Time
100,1.07e-05
1000,0.0001444
2000,0.0002637
3000,0.0003949
4000,0.0005134
5000,0.0008151
6000,0.00083
7000,0.0010339
8000,0.0013732
9000,0.001536
10000,0.0013816
20000,0.0030548
30000,0.0048097
40000,0.0072691
50000,0.0088678
