Size,Time
100,0.000000
1000,0.000513
2000,0.002196
3000,0.004699
4000,0.010122
5000,0.013862
6000,0.021006
7000,0.026944
8000,0.031190
9000,0.040166
10000,0.052338
20000,0.324069
30000,0.858342
40000,1.665110
50000,2.666331
