Size,Time
100,0.0
1000,0.001678466796875
2000,0.004094362258911133
3000,0.005939483642578125
4000,0.008641719818115234
5000,0.011875629425048828
6000,0.015627145767211914
7000,0.017047405242919922
8000,0.02133035659790039
9000,0.026582002639770508
10000,0.025915145874023438
20000,0.053113698959350586
30000,0.09476399421691895
40000,0.12254881858825684
50000,0.16305255889892578
