Size,Desv
100,0.0
1000,0.00028155459623434265
2000,0.000791634480403866
3000,0.00110021684779922
4000,0.0016770958408565578
5000,0.0021968107427349087
6000,0.0026803526553692654
7000,0.0032845711804974868
8000,0.0045700375568085636
9000,0.006165442139309888
10000,0.005140286346502343
20000,0.010101763454681794
30000,0.0209448150495228
40000,0.021732348673625095
50000,0.032480727675578164
