Size,Time
100,0.0009999275207519531
1000,0.05065631866455078
2000,0.17675542831420898
3000,0.44937896728515625
4000,0.7276725769042969
5000,1.285496473312378
6000,1.6968905925750732
7000,2.294452428817749
8000,3.0884814262390137
9000,3.8779501914978027
10000,4.762619972229004
20000,21.12520122528076
30000,69.91505074501038
40000,113.10230374336243
50000,176.61641263961792
