Size,Time
100,0.0
1000,0.0009508132934570312
2000,0.003155231475830078
3000,0.0030236244201660156
4000,0.004317760467529297
5000,0.006999492645263672
6000,0.009417533874511719
7000,0.00908517837524414
8000,0.01020050048828125
9000,0.011602163314819336
10000,0.013102054595947266
20000,0.028304100036621094
30000,0.04235219955444336
40000,0.08092308044433594
50000,0.08682847023010254
