Tamaño de la lista,Tiempo de ejecución (segundos)
100,0.0
1000,0.03872323036193848
2000,0.17013978958129883
3000,0.3726017475128174
4000,0.6662881374359131
5000,1.052896499633789
6000,1.5174198150634766
7000,2.3646035194396973
8000,3.2754006385803223
9000,4.342395067214966
10000,5.474451541900635
20000,23.373641967773438
30000,59.71363592147827
40000,103.79410409927368
50000,182.2528898715973
