Tamaño de la lista,Tiempo de ejecución (segundos)
100,0.0004994869232177734
1000,0.0029327869415283203
2000,0.006802082061767578
3000,0.01101064682006836
4000,0.015279769897460938
5000,0.019397497177124023
6000,0.05661487579345703
7000,0.027432680130004883
8000,0.035465240478515625
9000,0.0320127010345459
10000,0.042755842208862305
20000,0.05833101272583008
30000,0.09190130233764648
40000,0.12720751762390137
50000,0.16545748710632324
