Size,Time
100,0
1000,0.0005145
2000,0.002043
3000,0.0049255
4000,0.009204500000000001
5000,0.0127195
6000,0.018585
7000,0.0257325
8000,0.031384
9000,0.039914
10000,0.0459495
20000,0.17659350000000001
30000,0.38963800000000004
40000,0.7116895
50000,1.0971104999999999
