Size,Desv
100,1.2375944408407788e-05
1000,0.0002805983863103991
2000,0.0018579343826949325
3000,0.0040524399491664274
4000,0.002024352326053941
5000,0.016130829576360913
6000,0.012480387402224338
7000,0.008651912679402166
8000,0.002190476573716324
9000,0.005760692826388157
10000,0.004164642025432679
20000,0.0026341187824393793
30000,0.0839802188613485
40000,0.018632062043692357
50000,0.03674381526189129
