Size,Time
100,0.000000
1000,0.000691
2000,0.002465
3000,0.005075
4000,0.009104
5000,0.014760
6000,0.023134
7000,0.028039
8000,0.036294
9000,0.044853
10000,0.058588
20000,0.326684
30000,0.859619
40000,1.647829
50000,2.652351
