100,0.000000
1000,0.000000
2000,0.000000
3000,0.001258
4000,0.000935
5000,0.001051
6000,0.001498
7000,0.001500
8000,0.002500
9000,0.001617
10000,0.002887
20000,0.004000
30000,0.004500
40000,0.007498
50000,0.007883
