100,0.000000
1000,0.000000
2000,0.000500
3000,0.000451
4000,0.000414
5000,0.000622
6000,0.001360
7000,0.001489
8000,0.002074
9000,0.001130
10000,0.001038
20000,0.003652
30000,0.005504
40000,0.068288
50000,0.009221
