100,0.000000
1000,0.000000
2000,0.000000
3000,0.000500
4000,0.000503
5000,0.001012
6000,0.001189
7000,0.001444
8000,0.006769
9000,0.001506
10000,0.001489
20000,0.003122
30000,0.009625
40000,0.072106
50000,0.011027
